Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Perpetual Futures: Visual Knowledge Card,https://veda.ng/images/glossary/perpetual-futures.svg,Web3 & Blockchain Guide,,"Perpetual Futures explained clearly. Perpetual futures are derivative contracts that track an underlying asset's price without expiration dates, invented by BitMEX and now dominating crypto derivatives trading. Unlike traditional futures that settle on specific dates, perpetuals roll indefinitely, behaving like continuously resettling contracts. The funding rate mechanism keeps perpetual prices anchored to spot: when the perpetual trades above spot, longs pay shorts, creating... Read more on the glossary.",https://veda.ng/glossary/perpetual-futures,,"perpetual futures, web3, web3, blockchain, crypto, glossary, definition, perpetual, futures"
Funding Rate: Visual Knowledge Card,https://veda.ng/images/glossary/funding-rate.svg,Web3 & Blockchain Guide,,"Funding Rate explained clearly. Funding rate is a periodic payment exchanged between long and short perpetual futures holders that anchors the perpetual price to the underlying spot price through incentive alignment. When the perpetual trades above spot (indicating bullish sentiment with more longs than shorts), positive funding makes longs pay shorts, this incentivizes shorting and discourages longing, pushing the perpetual back toward spot. When below spot, negative funding... Read more on the glossary.",https://veda.ng/glossary/funding-rate,,"funding rate, web3, web3, blockchain, crypto, glossary, definition, funding, rate"
Leverage: Visual Knowledge Card,https://veda.ng/images/glossary/leverage.svg,Web3 & Blockchain Guide,,"Leverage explained clearly. Leverage amplifies trading exposure beyond your actual capital, multiplying both potential gains and losses by the leverage factor. With 10x leverage, $100 controls $1,000 of position value: a 10% move in your favor yields 100% returns, but a 10% adverse move eliminates your entire position through liquidation. Leverage is available through margin trading (borrowing to increase position size), perpetual futures (inherent leverage through low margin... Read more on the glossary.",https://veda.ng/glossary/leverage,,"leverage, web3, web3, blockchain, crypto, glossary, definition, leverage"
Margin: Visual Knowledge Card,https://veda.ng/images/glossary/margin.svg,Web3 & Blockchain Guide,,"Margin explained clearly. Margin is collateral deposited to open and maintain a leveraged trading position, serving as a security buffer that protects the counterparty (exchange or protocol) from losses exceeding your equity. Initial margin is the amount required to open a position, with 10x leverage on a $10,000 position, you might need $1,000 initial margin. Maintenance margin is the minimum equity required to keep the position open, typically lower than initial margin. If... Read more on the glossary.",https://veda.ng/glossary/margin,,"margin, web3, web3, blockchain, crypto, glossary, definition, margin"
Delta Neutral: Visual Knowledge Card,https://veda.ng/images/glossary/delta-neutral.svg,Web3 & Blockchain Guide,,"Delta Neutral explained clearly. Delta neutral describes a portfolio or position structured to have zero net directional exposure to price movement, allowing traders to profit from factors other than price direction. The core concept: if you're long 1 ETH in spot and short 1 ETH equivalent in perpetual futures, price changes cancel out, a $100 gain on the spot position is offset by a $100 loss on the short (and vice versa). What you earn instead is the funding rate: when perp... Read more on the glossary.",https://veda.ng/glossary/delta-neutral,,"delta neutral, web3, web3, blockchain, crypto, glossary, definition, delta, neutral"
Basis Trade: Visual Knowledge Card,https://veda.ng/images/glossary/basis-trade.svg,Web3 & Blockchain Guide,,"Basis Trade explained clearly. Basis trade profits from the price difference between spot and futures markets, exploiting the spread that exists because futures embed expectations about future prices, funding costs, and supply-demand imbalances. In contango (futures above spot), buy spot and sell futures: you lock in a profit equal to the basis, earned as the positions converge at expiration. In backwardation (futures below spot), sell spot and buy futures for the reverse tra... Read more on the glossary.",https://veda.ng/glossary/basis-trade,,"basis trade, web3, web3, blockchain, crypto, glossary, definition, basis, trade"
Rollup: Visual Knowledge Card,https://veda.ng/images/glossary/rollup.svg,Web3 & Blockchain Guide,,"Rollup explained clearly. A rollup is a Layer 2 scaling solution that executes transactions off-chain for speed and cost efficiency while posting transaction data or proofs to Layer 1 (typically Ethereum) for security inheritance. The core insight: execution is expensive on-chain, but data storage and verification are relatively cheap. Rollups move execution off-chain while keeping enough data on Layer 1 that anyone can verify correctness or reconstruct the rollup state. Two... Read more on the glossary.",https://veda.ng/glossary/rollup,,"rollup, web3, web3, blockchain, crypto, glossary, definition, rollup"
Optimistic Rollup: Visual Knowledge Card,https://veda.ng/images/glossary/optimistic-rollup.svg,Web3 & Blockchain Guide,,"Optimistic Rollup explained clearly. Optimistic rollups assume all transactions are valid by default (hence 'optimistic'), posting state updates to Layer 1 without immediate proof of correctness. Security comes from a challenge period, typically 7 days, during which anyone can submit a fraud proof if they detect an invalid state transition. If a fraud proof succeeds, the invalid transaction is reverted and the malicious sequencer is penalized. If no challenge occurs during th... Read more on the glossary.",https://veda.ng/glossary/optimistic-rollup,,"optimistic rollup, web3, web3, blockchain, crypto, glossary, definition, optimistic, rollup"
ZK Rollup: Visual Knowledge Card,https://veda.ng/images/glossary/zk-rollup.svg,Web3 & Blockchain Guide,,"ZK Rollup explained clearly. ZK rollups (Zero-Knowledge rollups) post cryptographic validity proofs to Layer 1 that mathematically guarantee all transactions in a batch are correct, eliminating the need for fraud proofs or challenge periods. The technology uses zero-knowledge proofs (SNARKs or STARKs) to create a compact proof that an arbitrary computation was performed correctly. Layer 1 verifies this proof on-chain, confirming the rollup's state without re-executing transac... Read more on the glossary.",https://veda.ng/glossary/zk-rollup,,"zk rollup, web3, web3, blockchain, crypto, glossary, definition, rollup"
Data Availability: Visual Knowledge Card,https://veda.ng/images/glossary/data-availability.svg,Web3 & Blockchain Guide,,"Data Availability explained clearly. Data availability (DA) ensures that transaction data is accessible to anyone who needs to verify the blockchain state, reconstruct history, or detect fraud. This matters for rollup security: even with valid proofs, if the underlying transaction data is hidden, users can't independently verify state or prove fraud. The data availability problem asks: how do we know data was published without downloading all of it? Naive solutions don't scal... Read more on the glossary.",https://veda.ng/glossary/data-availability,,"data availability, web3, web3, blockchain, crypto, glossary, definition, data, availability"
Sequencer: Visual Knowledge Card,https://veda.ng/images/glossary/sequencer.svg,Web3 & Blockchain Guide,,"Sequencer explained clearly. A sequencer orders and batches transactions on a rollup before posting them to Layer 1, playing a critical role in determining transaction inclusion, ordering, and timing. Currently, most rollups operate with centralized sequencers run by the core team, Arbitrum's is run by Offchain Labs, Optimism's by the Optimism Foundation. This centralization creates several concerns: censorship risk (the sequencer could refuse to include certain transactions)... Read more on the glossary.",https://veda.ng/glossary/sequencer,,"sequencer, web3, web3, blockchain, crypto, glossary, definition, sequencer"
Account Abstraction: Visual Knowledge Card,https://veda.ng/images/glossary/account-abstraction.svg,Web3 & Blockchain Guide,,"Account Abstraction explained clearly. Account abstraction allows smart contracts to serve as user accounts with programmable authentication and transaction logic, replacing the rigid externally owned account (EOA) model that requires specific cryptographic signatures. Traditional Ethereum accounts have hardcoded rules: one private key, secp256k1 signatures, ETH for gas. Account abstraction makes these rules programmable. Custom validation might accept multiple signers (multi... Read more on the glossary.",https://veda.ng/glossary/account-abstraction,,"account abstraction, web3, web3, blockchain, crypto, glossary, definition, account, abstraction"
Social Recovery: Visual Knowledge Card,https://veda.ng/images/glossary/social-recovery.svg,Web3 & Blockchain Guide,,"Social Recovery explained clearly. Social recovery is a wallet security mechanism that enables account recovery through trusted contacts (guardians) rather than seed phrases, solving the fundamental tension between security and usability in self-custody. The setup: you designate multiple guardians, friends, family, or institutions you trust, who collectively can authorize recovery of your wallet. If you lose access (lost device, forgotten password), you contact guardians who... Read more on the glossary.",https://veda.ng/glossary/social-recovery,,"social recovery, web3, web3, blockchain, crypto, glossary, definition, social, recovery"
Intent: Visual Knowledge Card,https://veda.ng/images/glossary/intent.svg,Web3 & Blockchain Guide,,"Intent explained clearly. An intent is a signed message expressing what a user wants to achieve without specifying exactly how to achieve it, shifting complexity from users to specialized solvers who compete to fulfill requests optimally. Traditional blockchain transactions require users to specify exact actions: 'swap exactly 1 ETH for USDC on Uniswap v3 pool 0x...' Intent-based transactions express outcomes: 'trade my 1 ETH for at least 2,000 USDC within the next 30 seconds... Read more on the glossary.",https://veda.ng/glossary/intent,,"intent, web3, web3, blockchain, crypto, glossary, definition, intent"
Modular Blockchain: Visual Knowledge Card,https://veda.ng/images/glossary/modular-blockchain.svg,Web3 & Blockchain Guide,,"Modular Blockchain explained clearly. A modular blockchain abandons the monolithic architecture where a single network attempts to handle execution, settlement, consensus, and data availability simultaneously. Monolithic chains like Bitcoin and early Ethereum inevitably hit severe scaling bottlenecks because every node must process every transaction and store every byte of data. The modular approach breaks this stack apart into specialized layers. A rollup like Arbitrum handl... Read more on the glossary.",https://veda.ng/glossary/modular-blockchain,,"modular blockchain, web3, web3, blockchain, crypto, glossary, definition, modular, blockchain"
Liquid Restaking: Visual Knowledge Card,https://veda.ng/images/glossary/liquid-restaking.svg,Web3 & Blockchain Guide,,"Liquid Restaking explained clearly. Liquid Restaking takes the capital efficiency of liquid staking to its logical and arguably risky extreme. With standard liquid staking, you deposit ETH, receive a receipt token like stETH, and use that receipt in DeFi while your underlying ETH secures the Ethereum network. Restaking, pioneered by EigenLayer, allows you to take that staked ETH and pledge it a second time to secure entirely different networks - bridges, oracle networks, or s... Read more on the glossary.",https://veda.ng/glossary/liquid-restaking,,"liquid restaking, web3, web3, blockchain, crypto, glossary, definition, liquid, restaking"
Real World Assets (RWA): Visual Knowledge Card,https://veda.ng/images/glossary/real-world-assets.svg,Web3 & Blockchain Guide,,"Real World Assets (RWA) explained clearly. Real World Assets (RWAs) represent the tokenization of off-chain, tangible, or traditional financial assets - like real estate, treasury bills, private credit, or physical art - bringing them onto a blockchain. For the first decade of crypto, Decentralized Finance (DeFi) existed mostly in a vacuum, generating yields exclusively from highly reflexive, circular economic activities like yield farming and speculation on other crypto toke... Read more on the glossary.",https://veda.ng/glossary/real-world-assets,,"real world assets (rwa), web3, web3, blockchain, crypto, glossary, definition, real, world, assets"
Ethereum Virtual Machine (EVM): Visual Knowledge Card,https://veda.ng/images/glossary/ethereum-virtual-machine.svg,Web3 & Blockchain Guide,,"Ethereum Virtual Machine (EVM) explained clearly. The Ethereum Virtual Machine (EVM) is the fundamental computation engine at the center of the Ethereum network, acting as a global, decentralized computer. Unlike Bitcoin, which primarily runs a simple scripting language designed only to process value transfers, the EVM is Turing-complete, meaning it can execute any arbitrary mathematical computation if given enough time and memory. It is the environment where all Ethereum 'sm... Read more on the glossary.",https://veda.ng/glossary/ethereum-virtual-machine,,"ethereum virtual machine (evm), web3, web3, blockchain, crypto, glossary, definition, ethereum, virtual, machine"
Decentralized Identity (DID): Visual Knowledge Card,https://veda.ng/images/glossary/decentralized-identity.svg,Web3 & Blockchain Guide,,"Decentralized Identity (DID) explained clearly. Decentralized Identity (DID) is an architectural change in how identity, credentials, and reputation are managed, moving control away from centralized tech companies and back into the hands of the individual user. In Web2, identity is heavily fractionalized and rented; you sign into services using Google, Facebook, or Apple credentials, and these mega-corporations retain absolute power to monitor, restrict, or entirely revoke yo... Read more on the glossary.",https://veda.ng/glossary/decentralized-identity,,"decentralized identity (did), web3, web3, blockchain, crypto, glossary, definition, decentralized, identity"
Soulbound Token (SBT): Visual Knowledge Card,https://veda.ng/images/glossary/soulbound-token.svg,Web3 & Blockchain Guide,,"Soulbound Token (SBT) explained clearly. Soulbound Tokens (SBTs) are non-transferable, identity-centric digital tokens that uniquely represent the traits, credentials, and affiliations of a person or entity on a blockchain. Proposed by Vitalik Buterin in 2022, the concept is explicitly inspired by the 'soulbound' items in the video game World of Warcraft, which cannot be sold or traded to other players once acquired. While standard Non-Fungible Tokens (NFTs) are perfect for r... Read more on the glossary.",https://veda.ng/glossary/soulbound-token,,"soulbound token (sbt), web3, web3, blockchain, crypto, glossary, definition, soulbound, token"
Zero-Knowledge EVM (zkEVM): Visual Knowledge Card,https://veda.ng/images/glossary/zkevm.svg,Web3 & Blockchain Guide,,"Zero-Knowledge EVM (zkEVM) explained clearly. A Zero-Knowledge Ethereum Virtual Machine (zkEVM) represents the holy grail of blockchain scaling: generating cryptographically secure mathematical proofs for standard Ethereum smart contract execution. A ZK-Rollup batches thousands of transactions off-chain and submits a tiny 'validity proof' to the Ethereum mainnet, guaranteeing execution was flawless without the base layer needing to recompute anything. However, historically, g... Read more on the glossary.",https://veda.ng/glossary/zkevm,,"zero-knowledge evm (zkevm), web3, web3, blockchain, crypto, glossary, definition, zeroknowledge, zkevm"
Self-Sovereign Identity (SSI): Visual Knowledge Card,https://veda.ng/images/glossary/self-sovereign-identity.svg,Web3 & Blockchain Guide,,"Self-Sovereign Identity (SSI) explained clearly. Self-Sovereign Identity (SSI) is a model for managing digital identity where individuals own and control their own data directly, rather than renting it from platforms. Today your identity is fragmented across Google, Facebook, banks, and governments. Each platform controls the database, decides access, and can delete your account without warning. SSI flips this. Your identity lives in a secure digital wallet on your personal d... Read more on the glossary.",https://veda.ng/glossary/self-sovereign-identity,,"self-sovereign identity (ssi), web3, web3, blockchain, crypto, glossary, definition, selfsovereign, identity"
Delegated Proof of Stake (DPoS): Visual Knowledge Card,https://veda.ng/images/glossary/delegated-proof-of-stake-dpos.svg,Web3 & Blockchain Guide,,"Delegated Proof of Stake (DPoS) explained clearly. Delegated Proof of Stake (DPoS) is a consensus mechanism where token holders elect a limited number of representatives (delegates or witnesses) to validate blocks on their behalf. The election is continuous, so underperforming delegates can be replaced at any time. This structure combines stake-based security with faster throughput than traditional Proof of Work or plain Proof of Stake. By limiting block producers to a handfu... Read more on the glossary.",https://veda.ng/glossary/delegated-proof-of-stake-dpos,,"delegated proof of stake (dpos), web3, web3, blockchain, crypto, glossary, definition, delegated, proof, stake, dpos"
Cryptocurrency Wallet: Visual Knowledge Card,https://veda.ng/images/glossary/cryptocurrency-wallet.svg,Web3 & Blockchain Guide,,"Cryptocurrency Wallet explained clearly. A cryptocurrency wallet stores the private and public cryptographic keys needed to send, receive, and manage digital assets on a blockchain. It does not hold coins themselves. It holds the keys that prove ownership and authorize transactions. The public key is an address you share to receive funds. The private key authorizes spending. Lose the private key and the funds are gone permanently. Wallets come in several forms. Software walle... Read more on the glossary.",https://veda.ng/glossary/cryptocurrency-wallet,,"cryptocurrency wallet, web3, web3, blockchain, crypto, glossary, definition, cryptocurrency, wallet"
Public-Key Cryptography: Visual Knowledge Card,https://veda.ng/images/glossary/public-key-cryptography.svg,Web3 & Blockchain Guide,,"Public-Key Cryptography explained clearly. Public-key cryptography secures digital information using two mathematically linked keys, a public key that anyone can see and a private key kept secret by the owner. The public key encrypts data or verifies signatures. The private key decrypts data or creates signatures. A message encrypted with someone's public key can only be opened with their private key. This eliminates the need to share a single secret key between parties. When... Read more on the glossary.",https://veda.ng/glossary/public-key-cryptography,,"public-key cryptography, web3, web3, blockchain, crypto, glossary, definition, publickey, cryptography"
Cryptographic Hash Function: Visual Knowledge Card,https://veda.ng/images/glossary/cryptographic-hash-function.svg,Web3 & Blockchain Guide,,"Cryptographic Hash Function explained clearly. A cryptographic hash function takes an input of any size and produces a fixed-length string of characters called a hash or digest. SHA-256, for example, always outputs 256 bits regardless of input size. Three properties matter. First, it is deterministic, the same input always produces the same output. Second, it is one-way, you cannot reconstruct the input from the hash. Third, it is collision-resistant, finding two different in... Read more on the glossary.",https://veda.ng/glossary/cryptographic-hash-function,,"cryptographic hash function, web3, web3, blockchain, crypto, glossary, definition, cryptographic, hash, function"
Mining Pool: Visual Knowledge Card,https://veda.ng/images/glossary/mining-pool.svg,Web3 & Blockchain Guide,,"Mining Pool explained clearly. A mining pool is a cooperative arrangement where individual cryptocurrency miners combine computing power to increase the chance of solving a block and earning the reward. Instead of each miner working alone and waiting weeks or months for a payout, participants share work and split rewards proportionally. The pool server tracks contributions, assigns tasks, and records which miner submitted the winning solution. Mining pools lower the financial... Read more on the glossary.",https://veda.ng/glossary/mining-pool,,"mining pool, web3, web3, blockchain, crypto, glossary, definition, mining, pool"
Genesis Block: Visual Knowledge Card,https://veda.ng/images/glossary/genesis-block.svg,Web3 & Blockchain Guide,,"Genesis Block explained clearly. The Genesis Block is the very first block in a blockchain. It is the starting point that all subsequent blocks reference. Because each block contains the hash of the block before it, the Genesis Block has no predecessor, its hash is calculated from its own contents and a predetermined nonce. Bitcoin's Genesis Block was mined by Satoshi Nakamoto on January 3, 2009. It contained the text ""The Times 03/Jan/2009 Chancellor on brink of second bailo... Read more on the glossary.",https://veda.ng/glossary/genesis-block,,"genesis block, web3, web3, blockchain, crypto, glossary, definition, genesis, block"
Hard Fork: Visual Knowledge Card,https://veda.ng/images/glossary/hard-fork.svg,Web3 & Blockchain Guide,,"Hard Fork explained clearly. A hard fork is a blockchain protocol upgrade that is not backwards-compatible. Nodes running the old software reject blocks created under the new rules, and vice versa. The result is two separate chains sharing a common history up to the fork block, after which they diverge permanently. Each chain has its own transactions, consensus rules, and community. Hard forks happen when developers need to make major changes that cannot be achieved through b... Read more on the glossary.",https://veda.ng/glossary/hard-fork,,"hard fork, web3, web3, blockchain, crypto, glossary, definition, hard, fork"
Soft Fork: Visual Knowledge Card,https://veda.ng/images/glossary/soft-fork.svg,Web3 & Blockchain Guide,,"Soft Fork explained clearly. A soft fork changes a blockchain's rules in a way that remains backward-compatible with older software. Blocks created under the new rules are still valid to old nodes, because the new rules are a stricter subset of the old ones. This lets the network upgrade without forcing every participant to update simultaneously. Soft forks avoid the chain-split risk of hard forks. The network transitions smoothly because older nodes continue accepting new bl... Read more on the glossary.",https://veda.ng/glossary/soft-fork,,"soft fork, web3, web3, blockchain, crypto, glossary, definition, soft, fork"
Zero-Knowledge Proofs (ZKPs): Visual Knowledge Card,https://veda.ng/images/glossary/zero-knowledge-proofs-zkps.svg,Web3 & Blockchain Guide,,"Zero-Knowledge Proofs (ZKPs) explained clearly. Zero-knowledge proofs (ZKPs) are cryptographic protocols that let one party (the prover) convince another party (the verifier) that a statement is true without revealing any information beyond the truth of the statement itself. The protocol guarantees completeness (an honest prover can always convince the verifier) and soundness (a dishonest prover cannot convince the verifier of something false). In blockchain, ZKPs let partici... Read more on the glossary.",https://veda.ng/glossary/zero-knowledge-proofs-zkps,,"zero-knowledge proofs (zkps), web3, web3, blockchain, crypto, glossary, definition, zeroknowledge, proofs, zkps"
Peer-to-Peer (P2P): Visual Knowledge Card,https://veda.ng/images/glossary/peer-to-peer-p2p.svg,Web3 & Blockchain Guide,,"Peer-to-Peer (P2P) explained clearly. Peer-to-Peer (P2P) is a network architecture where each node acts as both client and server, sharing resources directly with other participants without a central coordinator. Every participant holds equal status, can initiate requests, and can provide data, processing power, or storage. This contrasts with the client-server model where a few dedicated servers supply all resources. P2P's strength is resilience. When a file is split into pi... Read more on the glossary.",https://veda.ng/glossary/peer-to-peer-p2p,,"peer-to-peer (p2p), web3, web3, blockchain, crypto, glossary, definition, peertopeer"
Double-Spending: Visual Knowledge Card,https://veda.ng/images/glossary/double-spending.svg,Web3 & Blockchain Guide,,"Double-Spending explained clearly. Double-spending is the act of using the same unit of digital currency more than once. Unlike physical cash, which must be handed over, digital data can be copied. If a network cannot verify that a coin has already been spent, the currency's integrity collapses. Traditional banks solve this with a central database that logs every debit and credit. Decentralized networks have no central authority, so they use consensus algorithms instead. Proo... Read more on the glossary.",https://veda.ng/glossary/double-spending,,"double-spending, web3, web3, blockchain, crypto, glossary, definition, doublespending"
Cold Storage: Visual Knowledge Card,https://veda.ng/images/glossary/cold-storage.svg,Web3 & Blockchain Guide,,"Cold Storage explained clearly. In cryptocurrency, cold storage means keeping private keys on a device that is completely disconnected from the internet. This eliminates the primary attack vector for theft, remote hacking. Cold storage methods include hardware wallets (dedicated USB devices like Ledger or Trezor), paper wallets (printed QR codes of private keys), and air-gapped computers that never connect to a network. The tradeoff is convenience. Moving funds from cold stor... Read more on the glossary.",https://veda.ng/glossary/cold-storage,,"cold storage, web3, web3, blockchain, crypto, glossary, definition, cold, storage"
Hot Wallet: Visual Knowledge Card,https://veda.ng/images/glossary/hot-wallet.svg,Web3 & Blockchain Guide,,"Hot Wallet explained clearly. A hot wallet is cryptocurrency storage that stays connected to the internet. It holds private keys in a software environment accessible from a desktop, phone, or browser, allowing instant transactions. Hot wallets include mobile apps (Trust Wallet, MetaMask Mobile), browser extensions (MetaMask, Phantom), desktop applications, and exchange-hosted wallets. The advantage is speed and convenience. The risk is that an internet-connected device is alw... Read more on the glossary.",https://veda.ng/glossary/hot-wallet,,"hot wallet, web3, web3, blockchain, crypto, glossary, definition, wallet"
Proof of History (PoH): Visual Knowledge Card,https://veda.ng/images/glossary/proof-of-history-poh.svg,Web3 & Blockchain Guide,,"Proof of History (PoH) explained clearly. Proof of History (PoH) is a cryptographic clock that creates a verifiable sequence of events without requiring nodes to agree on timestamps. Each event is hashed together with the hash of the previous event, forming an ordered chain that anyone can verify. PoH does not replace consensus mechanisms like Proof of Stake. It provides an immutable ordering that consensus protocols reference when determining transaction sequence. Solana is... Read more on the glossary.",https://veda.ng/glossary/proof-of-history-poh,,"proof of history (poh), web3, web3, blockchain, crypto, glossary, definition, proof, history"
Directed Acyclic Graph (DAG): Visual Knowledge Card,https://veda.ng/images/glossary/directed-acyclic-graph-dag.svg,Web3 & Blockchain Guide,,"Directed Acyclic Graph (DAG) explained clearly. A Directed Acyclic Graph (DAG) is a data structure made of nodes connected by edges that have a direction and never form loops. If you start at any node and follow the edges forward, you can never return to where you started. DAGs are fundamental in computer science. Git uses a DAG to represent commit history, where each commit points to its parent. Build tools like Make and Bazel use DAGs to model task dependencies, launching j... Read more on the glossary.",https://veda.ng/glossary/directed-acyclic-graph-dag,,"directed acyclic graph (dag), web3, web3, blockchain, crypto, glossary, definition, directed, acyclic, graph"
Decentralized Physical Infrastructure Networks (DePIN): Visual Knowledge Card,https://veda.ng/images/glossary/depin-networks.svg,Web3 & Blockchain Guide,,"Decentralized Physical Infrastructure Networks (DePIN) explained clearly. Decentralized Physical Infrastructure Networks (DePIN) combine real-world hardware assets, like wireless towers, storage nodes, or sensor arrays, with blockchain protocols that coordinate ownership, usage, and payment. Each piece of equipment is represented by a token or smart contract. Anyone with the right credentials can contribute capacity, earn rewards, or request services without a central operato... Read more on the glossary.",https://veda.ng/glossary/depin-networks,,"decentralized physical infrastructure networks (depin), web3, web3, blockchain, crypto, glossary, definition, decentralized, physical, infrastructure, networks, depin"
Intent-Centric Architecture: Visual Knowledge Card,https://veda.ng/images/glossary/intent-centric-architecture.svg,Web3 & Blockchain Guide,,"Intent-Centric Architecture explained clearly. Intent-Centric Architecture is a design approach where the user's desired outcome, called the intent, becomes the core object that every system component operates on. Instead of building around fixed APIs or rigid process steps, the architecture treats intents as first-class objects that services discover, interpret, and fulfill. Each component processes the intent in its own domain and passes a refined version downstream until t... Read more on the glossary.",https://veda.ng/glossary/intent-centric-architecture,,"intent-centric architecture, web3, web3, blockchain, crypto, glossary, definition, intentcentric, architecture"
Parallelized EVM: Visual Knowledge Card,https://veda.ng/images/glossary/parallelized-evm.svg,Web3 & Blockchain Guide,,"Parallelized EVM explained clearly. A Parallelized EVM distributes Ethereum smart-contract execution across multiple CPU cores instead of running every instruction sequentially on one core. The traditional EVM processes operations one after another, which becomes a bottleneck when many contracts compete for block space. A parallelized version assigns independent instructions to different cores while a scheduler ensures that dependencies between instructions are respected. The... Read more on the glossary.",https://veda.ng/glossary/parallelized-evm,,"parallelized evm, web3, web3, blockchain, crypto, glossary, definition, parallelized"
Decentralized Sequencer: Visual Knowledge Card,https://veda.ng/images/glossary/decentralized-sequencer.svg,Web3 & Blockchain Guide,,"Decentralized Sequencer explained clearly. A decentralized sequencer orders transactions in a distributed ledger without relying on a single trusted authority. Instead of one central server deciding the sequence, a group of independent nodes collaborate to agree on ordering. This concept is critical in layer-2 scaling solutions for blockchains. Most current rollups (Arbitrum, Optimism, Base) use centralized sequencers controlled by a single entity, which creates a single poin... Read more on the glossary.",https://veda.ng/glossary/decentralized-sequencer,,"decentralized sequencer, web3, web3, blockchain, crypto, glossary, definition, decentralized, sequencer"
Data Availability Sampling (DAS): Visual Knowledge Card,https://veda.ng/images/glossary/data-availability-sampling-das.svg,Web3 & Blockchain Guide,,"Data Availability Sampling (DAS) explained clearly. Data Availability Sampling (DAS) is a protocol that lets nodes verify a block's data is fully available without downloading the entire block. Instead of pulling every piece of data, a node randomly samples a small number of fragments and checks their integrity. If the samples verify correctly, statistical guarantees allow the node to infer that the full block is present and correct. Modern blockchains targeting high throughp... Read more on the glossary.",https://veda.ng/glossary/data-availability-sampling-das,,"data availability sampling (das), web3, web3, blockchain, crypto, glossary, definition, data, availability, sampling"
Decentralized Exchange (DEX): Visual Knowledge Card,https://veda.ng/images/glossary/decentralized-exchange-dex.svg,Web3 & Blockchain Guide,,"Decentralized Exchange (DEX) explained clearly. A decentralized exchange (DEX) lets users trade cryptocurrencies directly with each other through smart contracts, without a central company controlling order flow or holding customer funds. Users keep their private keys. Assets never leave their wallets unless a trade executes. The smart contracts are open-source and immutable, so anyone can audit how the exchange operates. Most DEXs use an Automated Market Maker (AMM) model in... Read more on the glossary.",https://veda.ng/glossary/decentralized-exchange-dex,,"decentralized exchange (dex), web3, web3, blockchain, crypto, glossary, definition, decentralized, exchange"
API (Application Programming Interface): Visual Knowledge Card,https://veda.ng/images/glossary/api.svg,Tech Concepts Explained,,"API (Application Programming Interface) explained clearly. An API is an interface for software to communicate with other software. Instead of directly accessing databases or files, applications go through APIs. APIs define what requests are allowed and what responses you'll get. REST APIs use HTTP requests, GET to retrieve data, POST to create data, PUT to update, DELETE to remove. GraphQL is an alternative where you specify exactly what data you want and it returns only that... Read more on the glossary.",https://veda.ng/glossary/api,,"api (application programming interface), tech, tech, software, glossary, definition, application, programming, interface"
Microservices: Visual Knowledge Card,https://veda.ng/images/glossary/microservices.svg,Tech Concepts Explained,,"Microservices explained clearly. Microservices is an architecture pattern where applications are built as independent, loosely coupled services. Each service handles one business function. A user service handles user authentication and profiles. A payment service handles transactions. An order service handles orders. These services are separate, often with separate databases. They communicate through APIs. This is different from monolithic architecture where everything is one... Read more on the glossary.",https://veda.ng/glossary/microservices,,"microservices, tech, tech, software, glossary, definition, microservices"
Kubernetes: Visual Knowledge Card,https://veda.ng/images/glossary/kubernetes.svg,Tech Concepts Explained,,"Kubernetes explained clearly. Kubernetes is a container orchestration platform for deploying, scaling, and managing containerized applications. Containers package an application and its dependencies. A Docker container might contain your Node.js application, the Node runtime, and all required libraries. You can run this container on any machine and it works the same. The problem is managing many containers across many machines. Kubernetes automates this. You tell Kubernetes ""... Read more on the glossary.",https://veda.ng/glossary/kubernetes,,"kubernetes, tech, tech, software, glossary, definition, kubernetes"
Serverless: Visual Knowledge Card,https://veda.ng/images/glossary/serverless.svg,Tech Concepts Explained,,"Serverless explained clearly. Serverless is a cloud execution model where providers manage infrastructure. You write functions, the provider handles scaling. You pay per execution, not for idle time. AWS Lambda, Google Cloud Functions, Azure Functions, Vercel Functions, and Cloudflare Workers are all serverless platforms. You upload code. The platform runs it when needed. If a function needs to handle 1 request per second most of the time but 1000 requests per second during a... Read more on the glossary.",https://veda.ng/glossary/serverless,,"serverless, tech, tech, software, glossary, definition, serverless"
CI/CD: Visual Knowledge Card,https://veda.ng/images/glossary/cicd.svg,Tech Concepts Explained,,"CI/CD explained clearly. CI/CD stands for Continuous Integration and Continuous Deployment. Continuous Integration means code changes are automatically tested as soon as they're committed. You push code, the CI system checks it out, runs tests, lints it, builds it. If anything fails, you know immediately. Bugs are caught before reaching production. Continuous Deployment means passing builds are automatically deployed to production. No manual deployment step. No release proces... Read more on the glossary.",https://veda.ng/glossary/cicd,,"ci/cd, tech, tech, software, glossary, definition, cicd"
Edge Computing: Visual Knowledge Card,https://veda.ng/images/glossary/edge-computing.svg,Tech Concepts Explained,,"Edge Computing explained clearly. Edge computing means processing data near the source rather than sending it to a centralized cloud data center. Instead of uploading user data to the cloud, processing it, and sending results back, you process it locally on the edge device or on a server close to the user. This reduces latency because the processing happens nearby. It reduces bandwidth because you're not uploading terabytes of raw data. It improves privacy because sensitive d... Read more on the glossary.",https://veda.ng/glossary/edge-computing,,"edge computing, tech, tech, software, glossary, definition, edge, computing"
